% File: interest_2-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'reluctance cut', 'rates pull', 'NN VB', 'NNS VB', 'money paid for the use of money'
'fed lower', 'rates least', 'NP VB', 'NNS JJS', 'money paid for the use of money'
'covers taxes', 'penalties owed', 'VBZ NNS', 'NNS VBN', 'money paid for the use of money'
'short', 'international mobile', 'JJ', 'NP NP', 'a share in a company or business'
'see short', 'otc stocks', 'VB JJ', 'NP NNS', 'a share in a company or business'
'continued stable', 'rates stocks', 'VBD JJ', 'NNS NNS', 'money paid for the use of money'
'starts lose', 'day conversion', 'VBP VB', 'NN NN', 'money paid for the use of money'
'continue earn', 'card holder', 'VB VB', 'NN NN', 'money paid for the use of money'
'lower short-term', 'rates said', 'JJR JJ', 'NNS VBD', 'money paid for the use of money'
'posting lower', 'rates since', 'VBG JJR', 'NNS IN', 'money paid for the use of money'
'year short-term', 'rates moving', 'NN JJ', 'NNS VBG', 'money paid for the use of money'
'changes plus', 'amounted negative', 'NNS CC', 'VBN JJ', 'money paid for the use of money'
'leverage jacked', 'income', 'NN VBN', 'NN', 'money paid for the use of money'
'5 great', 'since gold', 'AB JJ', 'IN JJ', 'readiness to give attention'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'proposal suggesting', 'looking modified', 'NN VBG', 'VBG VBN', 'readiness to give attention'
'bad debt', 'income', 'JJ NN', 'NN', 'money paid for the use of money'
'also defer', 'principal junk', 'RB VB', 'NN NN', 'money paid for the use of money'
'annual cash', 'bill $', 'JJ NN', 'NN NN', 'money paid for the use of money'
'yet pay', 'bill analysts', 'RB VB', 'NN NNS', 'money paid for the use of money'
'board ignoring', 'individual institutional', 'NP VBG', 'JJ JJ', 'advantage, advancement or favor'
'securities pay', 'periodically', 'NNS VB', 'RB', 'money paid for the use of money'
'% current', 'bonds due', 'NN JJ', 'NNS JJ', 'money paid for the use of money'
'program current', 'bonds due', 'NN JJ', 'NNS JJ', 'money paid for the use of money'
'program current', 'bonds due', 'NN JJ', 'NNS JJ', 'money paid for the use of money'
'50 %', 'national steel', 'AB NN', 'NP NP', 'a share in a company or business'
'incX manufacturer', 'aerospace automotive', 'NP NN', 'NN JJ', 'a share in a company or business'
'absence active', 'beyond market-makers', 'NN JJ', 'IN NNS', 'readiness to give attention'
'public family', 'spokeswoman french', 'NN NN', 'NN JJ', 'a share in a company or business'
'risky best', 'investing public', 'JJ JJS', 'VBG NN', 'advantage, advancement or favor'
'operations increases', 'expense charges', 'NNS NNS', 'NN NNS', 'money paid for the use of money'
'payments minority', '', 'NNS NN', '', 'a share in a company or business'
'include sale', 'joint venture', 'VB NN', 'JJ NN', 'a share in a company or business'
'25 %', 'aXtXbX holding', 'AB NN', 'NP VBG', 'a share in a company or business'
'year japanese', 'rates though', 'NN JJ', 'NNS IN', 'money paid for the use of money'
'received expressions', 'bloomingdale Xs', 'VBN NNS', 'NP POS', 'readiness to give attention'
'charges including', 'debt securities', 'NNS VBG', 'NN NNS', 'money paid for the use of money'
'million year', 'cash-deferred zero-coupon', 'AB NN', 'JJ JJ', 'money paid for the use of money'
'million year', 'earned proceeds', 'AB NN', 'VBN NNS', 'money paid for the use of money'
'democrats expressed', 'cutting tax', 'NPS VBN', 'VBG NN', 'readiness to give attention'
'average', 'rate rose', 'JJ', 'NN VBD', 'money paid for the use of money'
'finance itt', 'electronic parts', 'NN NP', 'JJ NNS', 'a share in a company or business'
'% working', 'partners include', 'NN VBG', 'NNS VBP', 'a share in a company or business'
'50 %', 'kuwait foreign', 'AB NN', 'NP NP', 'a share in a company or business'
'payments minority', 'rose 749', 'NNS NN', 'VBD AB', 'a share in a company or business'
'mainly high-risk', 'rates backfired', 'RB JJ', 'NNS VBD', 'money paid for the use of money'
'prices reason', 'sears declined', 'NNS NN', 'NP VBD', 'readiness to give attention'
'thus forfeit', 'income', 'RB VB', 'NN', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'stand consumer', 'small government', 'VB NN', 'JJ NN', 'advantage, advancement or favor'
'seeks late-payment', 'lost check', 'VBZ NN', 'JJ NN', 'money paid for the use of money'
'check request', 'abatement publisher', 'NN VB', 'NN NN', 'money paid for the use of money'
'deduct home-mortgage', '$ 200,000', 'VB JJ', 'NN AB', 'money paid for the use of money'
'home-acquisition debt', 'fully deductible', 'JJ NN', 'RB JJ', 'money paid for the use of money'
'substantial government', 'unconstitutional ninth-circuit', 'JJ NN', 'JJ JJ', 'advantage, advancement or favor'
'proliferation special', 'magazines', 'NN JJ', 'NNS', 'activity, etc. that one gives attention to'
'target idosyncratic', 'readers', 'VBP JJ', 'NNS', 'activity, etc. that one gives attention to'
'level', 'rtc Xs', 'NN', 'NP POS', 'readiness to give attention'
'group minority', 'already operating', 'NN NN', 'RB VBG', 'a share in a company or business'
'default rates', 'rate government', 'NN NNS', 'NN NN', 'money paid for the use of money'
'government coverage', 'costs student', 'NN NN', 'NNS NN', 'money paid for the use of money'
'student school', 'costs either', 'NN NN', 'NNS RB', 'money paid for the use of money'
'promoting commonality', 'among black', 'VBG NN', 'IN JJ', 'activity, etc. that one gives attention to'
'speak narrow', 'one group', 'VB JJ', 'AB NN', 'advantage, advancement or favor'
'compelled serve', 'constituents servile', 'VBN VB', 'NNS JJ', 'advantage, advancement or favor'
'background common', 'live together', 'NN JJ', 'VB RB', 'activity, etc. that one gives attention to'
'short', 'nasdaq over-the-counter', 'JJ', 'NP JJ', 'a share in a company or business'
'otc short', 'statistics compiled', 'NP JJ', 'NNS VBN', 'a share in a company or business'
'however short', 'figures reported', 'RB JJ', 'NNS VBN', 'a share in a company or business'
'total short', 'nasdaq stocks', 'JJ JJ', 'NP NNS', 'a share in a company or business'
'otc short', 'compares 4X2', 'NP JJ', 'VBZ AB', 'a share in a company or business'
'short', 'represents number', 'JJ', 'VBZ NN', 'a share in a company or business'
'issues short', 'rose 196X8', 'NNS JJ', 'VBD AB', 'a share in a company or business'
'large short', 'octX 13', 'JJ JJ', 'NP AB', 'a share in a company or business'
'short', 'first executive', 'JJ', 'NP NP', 'a share in a company or business'
'Xs short', 'jumped 42', 'POS JJ', 'VBD AB', 'a share in a company or business'
'biggest short', 'position nasdaq', 'JJS JJ', 'NN NP', 'a share in a company or business'
'changes short', 'stocks may', 'NNS JJ', 'NNS MD', 'a share in a company or business'
'saw short', 'surge', 'VBD JJ', 'NN', 'a share in a company or business'
'short', 'american depositary', 'JJ', 'JJ JJ', 'a share in a company or business'
'drop short', 'included adobe', 'NN JJ', 'VBD NP', 'a share in a company or business'
'compiles short', 'data two', 'VBZ JJ', 'NNS AB', 'a share in a company or business'
'short', '1,327 non-nms', 'JJ', 'AB JJ', 'a share in a company or business'
'october short', 'represents 1X04', 'NP JJ', 'VBZ AB', 'a share in a company or business'
'issues short', 'position least', 'NNS JJ', 'NN JJS', 'a share in a company or business'
'recover principal', 'unsecured creditors', 'VB NN', 'JJ NNS', 'money paid for the use of money'
'lower inflation', 'rates tend', 'JJR NN', 'NNS VBP', 'money paid for the use of money'
'', 'picks though', '', 'VBZ RB', 'readiness to give attention'
'consist current', 'bonds due', 'VBP JJ', 'NNS JJ', 'money paid for the use of money'
'1989 current', 'bonds due', 'AB JJ', 'NNS JJ', 'money paid for the use of money'
'current', 'serial bonds', 'JJ', 'NN NNS', 'money paid for the use of money'
'', 'rates generally', '', 'NNS RB', 'money paid for the use of money'
'follow t-bills', 'rate trends', 'VBP NNS', 'NN NNS', 'money paid for the use of money'
'debt reduce', 'costs wang', 'NN VB', 'NNS NP', 'money paid for the use of money'
'expected ease', 'rates next', 'VBN VB', 'NNS JJ', 'money paid for the use of money'
'offset higher', 'expense lower', 'VBN JJR', 'NN JJR', 'money paid for the use of money'
'Xs minority', 'stein industrie', 'POS NN', 'NP NP', 'a share in a company or business'
'attention high', 'rates corporate', 'NN JJ', 'NNS JJ', 'money paid for the use of money'
'absence institutional', 'later session', 'NN JJ', 'RB NN', 'readiness to give attention'
'bid attract', 'action largely', 'NN VB', 'NN RB', 'readiness to give attention'
'continental european', 'british life', 'JJ JJ', 'JJ NN', 'readiness to give attention'
'spark investor', 'issues unlikely', 'VB NN', 'NNS JJ', 'readiness to give attention'
'ibm acquires', '', 'NP VBZ', '', 'a share in a company or business'
'rising australian', 'rates acquisition', 'VBG JJ', 'NNS NN', 'money paid for the use of money'
'coal oil', 'sale total', 'NN NN', 'NN NN', 'a share in a company or business'
'oil', 'already sold', 'NN', 'RB VBN', 'a share in a company or business'
'pay cash', 'bill stay', 'VB NN', 'NN VB', 'money paid for the use of money'
'plus accrued', 'decX 8', 'CC VBN', 'NP AB', 'money paid for the use of money'
'reserve cut', 'rates amid', 'NP VB', 'NNS IN', 'money paid for the use of money'
'supply lower', 'rates Xre', 'NN JJR', 'NNS VBP', 'money paid for the use of money'
'', 'japanese investors', '', 'JJ NNS', 'readiness to give attention'
'remain strong', 'rates decline', 'VB JJ', 'NNS VB', 'money paid for the use of money'
'efforts drum', 'so-called bailout', 'NNS VB', 'JJ NN', 'readiness to give attention'
'advantage falling', 'rates', 'NN VBG', 'NNS', 'money paid for the use of money'
'group true', 'cost 7X17', 'NN JJ', 'NN AB', 'money paid for the use of money'
'foreign corporations', 'principal paid', 'JJ NNS', 'NN VBN', 'money paid for the use of money'
'short', 'increased 6', 'JJ', 'VBD AB', 'a share in a company or business'
'', 'connected issue', '', 'VBN NN', 'readiness to give attention'
'seems losing', 'giving gm', 'VBZ VBG', 'VBG NP', 'readiness to give attention'
'company Xs', 'acquiring minority', 'NN POS', 'VBG NN', 'readiness to give attention'
'gm Xs', 'jaguar reflects', 'NP POS', 'NP VBZ', 'readiness to give attention'
'remaining one-third', 'asbestos mining', 'VBG JJ', 'NN NN', 'a share in a company or business'
'sold majority', 'last year', 'VBD NN', 'JJ NN', 'a share in a company or business'
'bond prices', 'rates fall', 'NN NNS', 'NNS VBP', 'money paid for the use of money'
'decrease faster', 'rates fall', 'VB RBR', 'NNS VB', 'money paid for the use of money'
'august pursue', '', 'NP VB', '', 'activity, etc. that one gives attention to'
'time', 'rates came', 'NN', 'NNS VBD', 'money paid for the use of money'
'issued 1984', 'rates general', 'VBN AB', 'NNS JJ', 'money paid for the use of money'
'assumed principal', 'fully insured', 'VBD NN', 'RB VBN', 'money paid for the use of money'
'pay principal', 'accrued date', 'VB NN', 'VBN NN', 'money paid for the use of money'
'payable year', 'accrued although', 'JJ NN', 'VBN IN', 'money paid for the use of money'
'system lower', 'rates', 'NP VB', 'NNS', 'money paid for the use of money'
'fed complained', 'rates high', 'NP VBD', 'NNS JJ', 'money paid for the use of money'
'country return', 'rates historical', 'NN VB', 'NNS JJ', 'money paid for the use of money'
'federal funds', 'rate 8', 'JJ NNS', 'NN AB', 'money paid for the use of money'
'incX purchase', 'eagle Xs', 'NP VB', 'NP POS', 'a share in a company or business'
'', 'rates paid', '', 'NNS VBD', 'money paid for the use of money'
'accounting taxes', 'expense', 'VBG NNS', 'NN', 'money paid for the use of money'
'defined earnings', 'taxes depreciation', 'VBD NNS', 'NNS NN', 'money paid for the use of money'
'banks X', 'financing transaction', 'NNS POS', 'VBG NN', 'readiness to give attention'
'financing fees', 'rates invested', 'NN NNS', 'NNS VBD', 'money paid for the use of money'
'includes current', 'bonds due', 'VBZ JJ', 'NNS JJ', 'money paid for the use of money'
'current', 'serial bonds', 'JJ', 'NN NNS', 'money paid for the use of money'
'', 'bonds treated', '', 'NNS VBN', 'money paid for the use of money'
'buoyant diverted', 'payments', 'JJ VBN', 'NNS', 'money paid for the use of money'
'whose sole', 'responsibility goodson', 'WP JJ', 'NN NP', 'activity, etc. that one gives attention to'
'Xs insurance', 'acquired three', 'POS NN', 'VBN AB', 'a share in a company or business'
'allianz insurance', 'bought help', 'NP NN', 'VBN VB', 'a share in a company or business'
'corpX Xs', 'ikegai-goss joint', 'NP POS', 'NP JJ', 'a share in a company or business'
'reserve lower', 'rates effort', 'NP VB', 'NNS NN', 'money paid for the use of money'
'shown much', 'refcorp bonds', 'VBN JJ', 'NP NNS', 'readiness to give attention'
'probably act', 'minority holders', 'RB VB', 'NN NNS', 'advantage, advancement or favor'
'% stake', 'new realty', 'NN NN', 'JJ NN', 'a share in a company or business'
'note accrue', 'rate 13X5', 'NN VB', 'NN AB', 'money paid for the use of money'
'cash immediate', 'payments mrX', 'NN JJ', 'NNS NP', 'money paid for the use of money'
'filing missing', 'payments $', 'NN VBG', 'NNS NN', 'money paid for the use of money'
'receiving investor', 'land property', 'VBG NN', 'NN NN', 'readiness to give attention'
'amid hope', 'rates peaked', 'IN NN', 'NNS VBN', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'', 'income rose', '', 'NN VBD', 'money paid for the use of money'
'annualized', 'rates certain', 'JJ', 'NNS JJ', 'money paid for the use of money'
'reflecting new-found', '140 uXsX', 'VBG JJ', 'AB NP', 'readiness to give attention'
'basis current', 'rates australia', 'NN JJ', 'NNS NP', 'money paid for the use of money'
'high australian', 'rates pilots', 'JJ JJ', 'NNS NNS', 'money paid for the use of money'
'group profit', 'tax depreciation', 'NN NN', 'NN NN', 'money paid for the use of money'
'australia executives', '', 'NP NNS', '', 'a share in a company or business'
'buyers shown', 'national says', 'NNS VBN', 'JJ VBZ', 'readiness to give attention'
'thus increasing', 'expense reducing', 'RB VBG', 'NN VBG', 'money paid for the use of money'
'weight hefty', 'payments', 'NN JJ', 'NNS', 'money paid for the use of money'
'caused tardy', 'payments put', 'VBD JJ', 'NNS VB', 'money paid for the use of money'
'investment partnership', 'primarily packaging', 'NN NN', 'RB NN', 'a share in a company or business'
'various family', '', 'JJ NN', '', 'a share in a company or business'
'estate excited', '', 'NN VBN', '', 'readiness to give attention'
'maker lost', 'became clear', 'NN VBD', 'VBD JJ', 'readiness to give attention'
'retains', 'acquiring candies', 'VBZ', 'VBG NNS', 'readiness to give attention'
'cathay nXt', 'swapping equity', 'NP RB', 'VBG NN', 'readiness to give attention'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'$ 8X68', 'accrued decX', 'NN AB', 'VBN NP', 'money paid for the use of money'
'arizona businessman', 'real estate', 'NP NN', 'JJ NN', 'a share in a company or business'
'way preserving', 'constituents said', 'NN VBG', 'NNS VBD', 'advantage, advancement or favor'
'net', 'bill jumped', 'JJ', 'NN VBD', 'money paid for the use of money'
'bond corpX', 'brewing media', 'NP NP', 'NN NNS', 'a share in a company or business'
'earnings', 'tax brewing', 'NNS', 'NN NN', 'money paid for the use of money'
'reason high', 'rates labor', 'NN JJ', 'NNS NN', 'money paid for the use of money'
'believe', 'rates continue', 'VBP', 'NNS VB', 'money paid for the use of money'
'power fact', 'buying equities', 'NN NN', 'VBG NNS', 'readiness to give attention'
'', 'natural environment', '', 'JJ NN', 'readiness to give attention'
'62X5 %', 'messrsX lee', 'AB NN', 'NPS NP', 'a share in a company or business'
'X concern', 'rates gas', 'POS NN', 'NNS NN', 'money paid for the use of money'
'reserve allow', 'rates move', 'NP VB', 'NNS VB', 'money paid for the use of money'
'soared speculation', 'rates continue', 'VBD NN', 'NNS VB', 'money paid for the use of money'
'changes plus', 'income', 'NNS CC', 'NN', 'money paid for the use of money'
'longer-term bonds', 'rates fall', 'JJR NNS', 'NNS VBP', 'money paid for the use of money'
'met strong', 'abroad particularly', 'VBD JJ', 'RB RB', 'readiness to give attention'
