% File: interest_1-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'largely', 'income', 'RB', 'NN', 'money paid for the use of money'
'warner', 'protect', 'NP', 'VB', 'advantage, advancement or favor'
'world', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'exclusion', 'bank', 'NN', 'NN', 'money paid for the use of money'
'capital', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'Xs', 'bill', 'POS', 'NN', 'money paid for the use of money'
'%', 'much', 'NN', 'RB', 'money paid for the use of money'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'extra', 'making', 'JJ', 'VBG', 'money paid for the use of money'
'pay', 'securities', 'VB', 'NNS', 'money paid for the use of money'
'', 'pay', '', 'VBP', 'money paid for the use of money'
'lower', 'rate', 'JJR', 'NN', 'money paid for the use of money'
'administration', 'holding', 'NN', 'VBG', 'readiness to give attention'
'stirring', 'new-issues', 'VBG', 'JJ', 'readiness to give attention'
'national', '', 'JJ', '', 'advantage, advancement or favor'
'pension', 'income', 'NN', 'NN', 'money paid for the use of money'
'picture', 'especially', 'NN', 'RB', 'quality of causing attention to be given to'
'working', 'blackstone', 'VBG', 'NP', 'a share in a company or business'
'%', '', 'NN', '', 'a share in a company or business'
'remaining', 'divided', 'JJ', 'VBN', 'a share in a company or business'
'voiced', 'acquiring', 'VBN', 'VBG', 'readiness to give attention'
'aware', 'said', 'JJ', 'VBD', 'readiness to give attention'
'deny', 'companies', 'VB', 'NNS', 'readiness to give attention'
'research', 'income', 'NN', 'NN', 'money paid for the use of money'
'allowing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'loans', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'great', 'medical', 'JJ', 'JJ', 'readiness to give attention'
'diverse', 'laboratory', 'JJ', 'NN', 'a share in a company or business'
'%', 'new', 'NN', 'NP', 'a share in a company or business'
'annual', '10X5', 'JJ', 'AB', 'money paid for the use of money'
'Xs', 'name', 'POS', 'NN', 'advantage, advancement or favor'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'personal', 'portugal', 'NP', 'NP', 'activity, etc. that one gives attention to'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'company', 'manufacturing', 'NN', 'NN', 'a share in a company or business'
'Xs', 'five', 'POS', 'AB', 'a share in a company or business'
'push', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'minority', 'profit', 'NN', 'NN', 'a share in a company or business'
'level', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'higher', 'expenses', 'JJR', 'NNS', 'money paid for the use of money'
'minority', 'tumbled', 'NN', 'VBD', 'a share in a company or business'
'conflicts', 'consultant', 'NNS', 'NN', 'advantage, advancement or favor'
'best', 'company', 'JJS', 'NN', 'advantage, advancement or favor'
'minority', 'aXlX', 'NN', 'NP', 'a share in a company or business'
'%', 'columbia', 'NN', 'NP', 'a share in a company or business'
'%', 'columbia', 'NN', 'NP', 'a share in a company or business'
'pursue', 'probably', 'VB', 'RB', 'activity, etc. that one gives attention to'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'Xs', 'one', 'POS', 'AB', 'advantage, advancement or favor'
'Xs', 'protect', 'POS', 'VB', 'advantage, advancement or favor'
'renewed', 'sea', 'JJ', 'NN', 'readiness to give attention'
'said', 'exploration', 'VBD', 'NN', 'readiness to give attention'
'additional', 'among', 'JJ', 'IN', 'readiness to give attention'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'prospects', 'rate', 'NNS', 'NN', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'owned', 'NN', 'VBN', 'a share in a company or business'
'Xs', 'inmates', 'VBZ', 'NNS', 'quality of causing attention to be given to'
'expected', 'buying', 'VBN', 'VBG', 'readiness to give attention'
'boost', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'little', 'bond', 'JJ', 'NN', 'readiness to give attention'
'certain', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'main', 'maintain', 'JJ', 'VB', 'activity, etc. that one gives attention to'
'company', 'laboratory', 'NN', 'NN', 'a share in a company or business'
'key', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'profits', 'quarter', 'NNS', 'NN', 'money paid for the use of money'
'accrued', '', 'VBN', '', 'money paid for the use of money'
'taxes', 'borrowings', 'NNS', 'NNS', 'money paid for the use of money'
'china', 'united', 'NP', 'NP', 'advantage, advancement or favor'
'china', 'united', 'NP', 'NP', 'advantage, advancement or favor'
'diluted', 'fell', 'JJ', 'VBD', 'a share in a company or business'
'indirect', 'ralphs', 'JJ', 'NP', 'a share in a company or business'
'bears', '9X875', 'VBZ', 'AB', 'money paid for the use of money'
'best', 'clients', 'JJS', 'NNS', 'advantage, advancement or favor'
'shorter-term', 'selling', 'JJR', 'VBG', 'advantage, advancement or favor'
'Xs', 'regarding', 'POS', 'VBG', 'advantage, advancement or favor'
'average', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'deduct', 'paid', 'VB', 'VBN', 'money paid for the use of money'
'reported', 'dividend', 'JJ', 'NN', 'money paid for the use of money'
'plus', 'finally', 'CC', 'RB', 'money paid for the use of money'
'ira-plus', 'tax', 'NN', 'NN', 'money paid for the use of money'
'personal', '', 'JJ', '', 'advantage, advancement or favor'
'best', 'making', 'JJS', 'VBG', 'advantage, advancement or favor'
'%', '', 'NN', '', 'a share in a company or business'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'billion', 'payment', 'AB', 'NN', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'business', '', 'NN', '', 'activity, etc. that one gives attention to'
'business', '', 'NN', '', 'activity, etc. that one gives attention to'
'conflict', 'among', 'NN', 'IN', 'advantage, advancement or favor'
'', 'rising', '', 'VBG', 'readiness to give attention'
'buying', 'single-country', 'VBG', 'JJ', 'readiness to give attention'
'%', 'placing', 'NN', 'VBG', 'a share in a company or business'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'rush', 'advertisers', 'NN', 'NNS', 'readiness to give attention'
'drive', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'current', 'term', 'JJ', 'NN', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'drew', 'diverse', 'VBD', 'JJ', 'readiness to give attention'
'uXkX', 'rate', 'NP', 'NN', 'money paid for the use of money'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'current', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'X', 'margins', 'POS', 'NNS', 'money paid for the use of money'
'lowering', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'local', 'reach', 'JJ', 'VB', 'advantage, advancement or favor'
'economic', 'driving', 'JJ', 'VBG', 'activity, etc. that one gives attention to'
'%', 'three', 'NN', 'AB', 'a share in a company or business'
'retailing', 'including', 'NN', 'VBG', 'a share in a company or business'
'short', 'rose', 'JJ', 'VBD', 'a share in a company or business'
'belief', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'%', 'lead-zinc', 'NN', 'JJ', 'a share in a company or business'
'controlling', 'gold-mining', 'VBG', 'JJ', 'a share in a company or business'
'incX', 'franklin', 'NP', 'NP', 'a share in a company or business'
'%', 'puna', 'NN', 'NP', 'a share in a company or business'
'X', '', 'POS', '', 'readiness to give attention'
'limited-partner', 'kaneb', 'JJ', 'NP', 'a share in a company or business'
'pipeline', '', 'NN', '', 'a share in a company or business'
'Xs', 'protected', 'POS', 'VBN', 'advantage, advancement or favor'
'company', 'broadcasting', 'NN', 'NN', 'a share in a company or business'
'key', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'realignment', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'every', 'payment', 'DT', 'NN', 'money paid for the use of money'
'disclosed', 'selling', 'VBN', 'VBG', 'readiness to give attention'
'retailing', 'existing', 'VBG', 'VBG', 'a share in a company or business'
'partner', 'kaneb', 'NN', 'NP', 'a share in a company or business'
'short', 'large', 'JJ', 'JJ', 'a share in a company or business'
'short', 'posted', 'JJ', 'VBD', 'a share in a company or business'
'short', 'rose', 'JJ', 'VBD', 'a share in a company or business'
'short', 'latest', 'JJ', 'JJS', 'a share in a company or business'
'short', 'new', 'JJ', 'NP', 'a share in a company or business'
'short', 'acclaim', 'JJ', 'NP', 'a share in a company or business'
'short', 'first', 'JJ', 'NP', 'a share in a company or business'
'short', 'jump', 'JJ', 'NN', 'a share in a company or business'
'short', 'novell', 'JJ', 'NP', 'a share in a company or business'
'short', 'number', 'JJ', 'NN', 'a share in a company or business'
'short', 'indicates', 'JJ', 'VBZ', 'a share in a company or business'
'short', 'healthy', 'JJ', 'JJ', 'a share in a company or business'
'short', 'data', 'JJ', 'NNS', 'a share in a company or business'
'short', '2,391', 'JJ', 'AB', 'a share in a company or business'
'short', 'totaled', 'JJ', 'VBD', 'a share in a company or business'
'short', 'position', 'JJ', 'NN', 'a share in a company or business'
'immediate', 'buying', 'JJ', 'VBG', 'readiness to give attention'
'conflict', 'audit', 'NN', 'NN', 'advantage, advancement or favor'
'nXt', 'acquiring', 'RB', 'VBG', 'readiness to give attention'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'average', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'month', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'represent', 'face', 'VB', 'VBP', 'advantage, advancement or favor'
'happen', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'keep', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'later', 'rates', 'RB', 'NNS', 'money paid for the use of money'
'less', 'fixed', 'JJR', 'VBN', 'money paid for the use of money'
'think', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'equity', 'block', 'NN', 'NP', 'a share in a company or business'
'base', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'raised', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'reiterated', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'promised', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'exchange', 'smallest', 'NN', 'JJS', 'money paid for the use of money'
'telephone', 'bellsouth', 'NN', 'NP', 'a share in a company or business'
'Xs', 'understandable', 'POS', 'JJ', 'readiness to give attention'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'concern', 'many', 'NN', 'JJ', 'a share in a company or business'
'lower', 'rate', 'JJR', 'NN', 'money paid for the use of money'
'debt', 'currently', 'NN', 'RB', 'money paid for the use of money'
'pay', 'form', 'VBP', 'NN', 'money paid for the use of money'
'allow', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'rise', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'overdue', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'behind', 'payments', 'IN', 'NNS', 'money paid for the use of money'
'debt', 'according', 'NN', 'VBG', 'money paid for the use of money'
'debt', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'special', 'magazines', 'JJ', 'NNS', 'activity, etc. that one gives attention to'
'X', 'europe', 'POS', 'NP', 'readiness to give attention'
'long-term', 'china', 'JJ', 'NP', 'advantage, advancement or favor'
'conflict', 'never', 'NN', 'RB', 'advantage, advancement or favor'
'sold', '107', 'VBD', 'AB', 'a share in a company or business'
'euroyen', 'rate', 'NP', 'NN', 'money paid for the use of money'
'expressed', 'buying', 'VBD', 'VBG', 'readiness to give attention'
'schroder', '', 'NP', '', 'a share in a company or business'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'buying', 'following', 'NN', 'VBG', 'readiness to give attention'
'lack', 'fresh', 'NN', 'JJ', 'readiness to give attention'
'lively', 'foreign', 'JJ', 'JJ', 'readiness to give attention'
'reprieve', 'rate', 'NN', 'NN', 'money paid for the use of money'
'paris', 'rate', 'NP', 'NN', 'money paid for the use of money'
'european', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'certain', '', 'JJ', '', 'a share in a company or business'
'minority', 'jumped', 'NN', 'VBD', 'a share in a company or business'
'voting', 'united', 'NN', 'NP', 'a share in a company or business'
'washington', 'building', 'NP', 'VBG', 'readiness to give attention'
'public', 'served', 'JJ', 'VBN', 'advantage, advancement or favor'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'inflation-adjusted', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'lowering', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'cit', 'NN', 'NP', 'a share in a company or business'
'snack-food', '', 'NN', '', 'a share in a company or business'
'growing', 'among', 'VBG', 'IN', 'readiness to give attention'
'%', 'bought', 'NN', 'VBD', 'a share in a company or business'
'quadrum', 'financial', 'NP', 'JJ', 'a share in a company or business'
'markets', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'buying', '', 'NN', '', 'readiness to give attention'
'emerging', 'two-year', 'VBG', 'JJ', 'readiness to give attention'
'strong', 'two-year', 'JJ', 'JJ', 'readiness to give attention'
'lot', 'lomas', 'NN', 'NP', 'readiness to give attention'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'expressed', 'buying', 'VBN', 'VBG', 'readiness to give attention'
'said', 'insurers', 'VBD', 'NNS', 'readiness to give attention'
'maintain', '-', 'VBP', '?', 'a share in a company or business'
'love', 'drX', 'NN', 'NP', 'activity, etc. that one gives attention to'
'abilities', 'aspiring', 'NNS', 'JJ', 'activity, etc. that one gives attention to'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'except', 'payments', 'IN', 'NNS', 'money paid for the use of money'
'meet', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'american', 'unilateralist', 'JJ', 'JJ', 'advantage, advancement or favor'
'marketing', '', 'NN', '', 'a share in a company or business'
'bring', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'healthy', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'possible', 'jaguar', 'JJ', 'NP', 'readiness to give attention'
'social', 'stop', 'JJ', 'VB', 'advantage, advancement or favor'
'%', 'rate', 'NN', 'NN', 'money paid for the use of money'
'best', '', 'JJS', '', 'advantage, advancement or favor'
'resume', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'local', 'congress', 'JJ', 'NP', 'advantage, advancement or favor'
'local', 'receive', 'JJ', 'VBP', 'advantage, advancement or favor'
'financial', 'agency', 'JJ', 'NN', 'a share in a company or business'
'below-market', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'nonetheless', 'rates', 'RB', 'NNS', 'money paid for the use of money'
'without', '', 'IN', '', 'money paid for the use of money'
'acquire', 'cooker', 'VB', 'NP', 'a share in a company or business'
'attracted', 'japanese', 'VBN', 'NPS', 'readiness to give attention'
'sparked', 'big', 'VBN', 'NP', 'readiness to give attention'
'%', 'sybase', 'NN', 'NP', 'a share in a company or business'
'minority', 'another', 'NN', 'DT', 'a share in a company or business'
'fired', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'cut', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'X', 'new', 'POS', 'JJ', 'advantage, advancement or favor'
'compounding', 'divestiture', 'NN', 'NN', 'money paid for the use of money'
'increases', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'film', 'netherlands', 'NN', 'NP', 'a share in a company or business'
'unpaid', 'redemption', 'JJ', 'NN', 'money paid for the use of money'
'widespread', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'drive', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'fear', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'right', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'appreciative', 'shown', 'JJ', 'VBN', 'readiness to give attention'
'employee', '', 'NN', '', 'advantage, advancement or favor'
'pay', 'due', 'VB', 'JJ', 'money paid for the use of money'
'pooling', 'combines', 'NN', 'VBZ', 'a share in a company or business'
'controlling', 'implement', 'JJ', 'VB', 'a share in a company or business'
'exceptional', 'helping', 'JJ', 'VBG', 'readiness to give attention'
'lowered', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'lowered', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'cut', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'absence', 'rate', 'NN', 'NN', 'money paid for the use of money'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'beneficial', 'via', 'JJ', 'IN', 'a share in a company or business'
'partnership', 'via', 'NP', 'IN', 'a share in a company or business'
'voting', 'united', 'JJ', 'NP', 'a share in a company or business'
'billion', 'last', 'AB', 'JJ', 'money paid for the use of money'
'half', 'mitsubishi', 'NN', 'NP', 'a share in a company or business'
'fees', 'judgment', 'NNS', 'NN', 'money paid for the use of money'
'%', 'korea', 'NN', 'NP', 'a share in a company or business'
'equity', 'acquired', 'NN', 'VBD', 'a share in a company or business'
'investor', 'summit', 'NN', 'NP', 'readiness to give attention'
'raised', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'investor', 'mainly', 'NN', 'RB', 'readiness to give attention'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'keeping', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'national', 'concentrating', 'JJ', 'VBG', 'advantage, advancement or favor'
'entrenched', '-', 'VBN', '?', 'advantage, advancement or favor'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'market', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'purchased', 'uXkX', 'VBD', 'NP', 'a share in a company or business'
'lack', 'international', 'NN', 'JJ', 'readiness to give attention'
'protect', '', 'VB', '', 'advantage, advancement or favor'
'minority', 'rose', 'NN', 'VBD', 'a share in a company or business'
'let', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'pushed', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'minority', 'nearly', 'NN', 'RB', 'a share in a company or business'
'look', 'rate', 'NN', 'NN', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'principal', 'never', 'NN', 'RB', 'money paid for the use of money'
'concern', 'engineering', 'NN', 'NN', 'a share in a company or business'
'-', 'done', '?', 'VBN', 'advantage, advancement or favor'
'company', 'coating', 'NN', 'NN', 'a share in a company or business'
'generate', '', 'VB', '', 'readiness to give attention'
'retail', 'bonds', 'JJ', 'NNS', 'readiness to give attention'
'best', 'shareholders', 'JJS', 'NNS', 'advantage, advancement or favor'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'signal', 'process', 'NP', 'NN', 'a share in a company or business'
'giant', 'including', 'NN', 'VBG', 'a share in a company or business'
'settlement', 'mrX', 'NN', 'NP', 'readiness to give attention'
'supreme', 'may', 'NN', 'MD', 'advantage, advancement or favor'
'short', 'month', 'JJ', 'NN', 'a share in a company or business'
'short', 'slipped', 'JJ', 'VBD', 'a share in a company or business'
'short', 'reached', 'JJ', 'VBD', 'a share in a company or business'
'short', 'number', 'JJ', 'NN', 'a share in a company or business'
'short', 'bullish', 'JJ', 'JJ', 'a share in a company or business'
'short', 'certain', 'JJ', 'JJ', 'a share in a company or business'
'short', 'ratio', 'JJ', 'NN', 'a share in a company or business'
'short', 'position', 'JJ', 'NN', 'a share in a company or business'
'short', 'volume', 'JJ', 'NN', 'a share in a company or business'
'short', 'position', 'JJ', 'NN', 'a share in a company or business'
'special', '', 'JJ', '', 'readiness to give attention'
'minority', 'rose', 'NN', 'VBD', 'a share in a company or business'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'earnings', 'taxes', 'NNS', 'NNS', 'money paid for the use of money'
'net', 'expenses', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'rate', 'NN', 'NN', 'money paid for the use of money'
'outrank', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'wide', 'nXt', 'JJ', 'RB', 'activity, etc. that one gives attention to'
'minority', 'preferred', 'NN', 'VBN', 'a share in a company or business'
'long-term', 'remain', 'JJ', 'VB', 'advantage, advancement or favor'
'Xs', 'jaguar', 'POS', 'NP', 'readiness to give attention'
'stir', 'foreign', 'VB', 'JJ', 'readiness to give attention'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'boosting', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'germany', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'announced', 'earlier', 'VBD', 'RBR', 'readiness to give attention'
'%', '-', 'NN', '?', 'a share in a company or business'
'Xs', 'business', 'POS', 'NN', 'readiness to give attention'
'conflict', 'painewebber', 'NN', 'NP', 'advantage, advancement or favor'
'conflict', 'arise', 'NN', 'VB', 'advantage, advancement or favor'
'mae', 'preserving', 'NP', 'VBG', 'advantage, advancement or favor'
'pay', 'money', 'VB', 'NN', 'money paid for the use of money'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'telephone', 'bellsouth', 'NN', 'NP', 'a share in a company or business'
'important', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'push', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'based', 'indicated', 'VBN', 'VBN', 'readiness to give attention'
'comes', 'credited', 'VBZ', 'VBN', 'money paid for the use of money'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'westinghouse', 'electrical', 'NP', 'JJ', 'a share in a company or business'
'best', 'aANDm', 'JJS', 'NP', 'advantage, advancement or favor'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'missed', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'larger', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'wrong-way', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'cut', 'expense', 'VB', 'NN', 'money paid for the use of money'
'short', 'fell', 'JJ', 'VBD', 'a share in a company or business'
'hanson', 'chemicals', 'NP', 'NNS', 'a share in a company or business'
'%', '', 'NN', '', 'a share in a company or business'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'common', 'common', 'JJ', 'JJ', 'advantage, advancement or favor'
'money', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'one-third', 'new', 'JJ', 'NP', 'a share in a company or business'
'also', 'restaurants', 'RB', 'NNS', 'a share in a company or business'
'whose', 'steel', 'WP', 'NN', 'a share in a company or business'
'wide', 'much', 'JJ', 'JJ', 'readiness to give attention'
'support', 'opportunity', 'VB', 'NN', 'readiness to give attention'
'X', 'getting', 'POS', 'VBG', 'advantage, advancement or favor'
'cheaply', 'seeing', 'RB', 'VBG', 'advantage, advancement or favor'
'costs', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'company', 'electronics', 'NN', 'NN', 'a share in a company or business'
'sold', 'olympia', 'VBD', 'NP', 'a share in a company or business'
'divergent', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'equality', 'rate', 'NN', 'NN', 'money paid for the use of money'
'nominal', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'possible', 'jaguar', 'JJ', 'NP', 'readiness to give attention'
'controlling', 'quantum', 'VBG', 'NP', 'a share in a company or business'
'home', 'prescription', 'NP', 'NN', 'a share in a company or business'
'conflict', 'favoritism', 'NN', 'NN', 'advantage, advancement or favor'
'general', 'home', 'JJ', 'NN', 'quality of causing attention to be given to'
'sending', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'minority', 'store', 'NN', 'NN', 'a share in a company or business'
'cap', 'deductions', 'VB', 'NNS', 'money paid for the use of money'
'lbo', 'costs', 'NP', 'NNS', 'money paid for the use of money'
'plus', '', 'CC', '', 'money paid for the use of money'
'equity', 'result', 'NN', 'VB', 'a share in a company or business'
'boost', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'justify', 'rate', 'VBP', 'NN', 'money paid for the use of money'
'peculiar', '', 'JJ', '', 'advantage, advancement or favor'
'pay', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'earnings', 'taxes', 'NNS', 'NNS', 'money paid for the use of money'
'making', 'payments', 'VBG', 'NNS', 'money paid for the use of money'
'earnings', 'taxes', 'NNS', 'NNS', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'sell', 'paramount', 'VB', 'NP', 'a share in a company or business'
'selling', 'continental', 'VBG', 'NP', 'a share in a company or business'
'expressed', 'buying', 'VBD', 'VBG', 'readiness to give attention'
'american', 'scare', 'JJ', 'VB', 'a share in a company or business'
'uXsX', 'countries', 'NP', 'NNS', 'a share in a company or business'
'enormous', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'plus', 'payments', 'CC', 'NNS', 'money paid for the use of money'
'accrued', 'occur', 'VBN', 'VB', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'buying', 'traders', 'NN', 'NNS', 'readiness to give attention'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'attracted', 'speculation', 'VBN', 'NN', 'readiness to give attention'
'institutional', '', 'JJ', '', 'readiness to give attention'
'Xs', 'uXkX', 'POS', 'NP', 'readiness to give attention'
'possibility', 'rate', 'NN', 'NN', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'japanese', '$', 'JJ', 'NN', 'readiness to give attention'
'major', 'coming', 'JJ', 'VBG', 'readiness to give attention'
'said', 'spain', 'VBD', 'NP', 'readiness to give attention'
'dips', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'sole', 'promotion', 'JJ', 'NN', 'activity, etc. that one gives attention to'
'expressed', 'plan', 'VBN', 'NN', 'readiness to give attention'
'meet', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'%', 'rate', 'NN', 'NN', 'money paid for the use of money'
