% File: interest_4-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'british high relatively supported', 'rates said working exactly', 'JJ JJ RB VBD', 'NNS VBD VBG RB', 'money paid for the use of money'
'buying strong lack aside', 'yen another boon dollar', 'NN JJ NN RB', 'NN DT NN NN', 'readiness to give attention'
'X investors japanese stems', 'buying dollars yen purchase', 'POS NNS JJ VBZ', 'VBG NNS NN VB', 'readiness to give attention'
'giant', 'cement making newsprint', 'NN', 'NN NN NN', 'a share in a company or business'
'accrued plus bonds amount', 'date redemption', 'JJ CC NNS NN', 'NN NN', 'money paid for the use of money'
'stake major banks colony', 'rates move enormous hong', 'NN JJ NNS NN', 'NNS VBP JJ NP', 'money paid for the use of money'
'predict difficult making step', 'rates colony go', 'VB JJ VBG NN', 'NNS NN VB', 'money paid for the use of money'
'gas oil norwegian put', 'sale earlier week another', 'NN NN JJ VB', 'NN RBR NN DT', 'a share in a company or business'
'unit norwegian field offshore', 'ranging 10 % 25', 'NN JJ NN JJ', 'VBG AB NN AB', 'a share in a company or business'
'', 'first year paid semiannually', '', 'JJ NN VBN RB', 'money paid for the use of money'
'thereafter', 'paid annually 7X65 %', 'RB', 'VBN RB AB NN', 'money paid for the use of money'
'represent 1989 series certificates', 'trust fund home equity', 'VB AB NN NPS', 'NN NN NN NN', 'a share in a company or business'
'half get mitchell', 'oil', 'NN VB NP', 'NN', 'a share in a company or business'
'brewing half acquire zealand', '', 'NN PDT VB NP', '', 'a share in a company or business'
'public mean budgetary %', '', 'JJ VB JJ NN', '', 'advantage, advancement or favor'
'instruments financial cover rule', 'rate swaps financial guarantees', 'NNS JJ VB NN', 'NN NNS JJ NNS', 'money paid for the use of money'
'read', 'robert tomsho Xs septX', 'VBP', 'NP NP POS NP', 'readiness to give attention'
'', 'taken heart people care', '', 'VBN NN NNS VB', 'advantage, advancement or favor'
'intellectual similar matched color', '', 'JJ JJ VBN NN', '', 'activity, etc. that one gives attention to'
'spurring standards air-quality tighter', 'lighter alternative fuels nXt', 'VBG NNS NN JJR', 'JJR JJ NNS RB', 'readiness to give attention'
'fat year even broken', 'payments barely managed offset', 'JJ NN RB VBN', 'NNS RB VBD VB', 'money paid for the use of money'
'high supports firmly administration', 'rates keep inflation check', 'JJ VBZ RB NN', 'NNS VB NN NN', 'money paid for the use of money'
'said company refinancing result', 'debt fall slightly 11', 'VBD NN NN NN', 'NN VB RB AB', 'money paid for the use of money'
'base % 15', 'rates highest eight years', 'NN NN AB', 'NNS JJS AB NNS', 'money paid for the use of money'
'charging convicted', 'rates much higher law', 'VBG VBN', 'NNS RB JJR NN', 'money paid for the use of money'
'', 'rates charge often near', '', 'NNS VBP RB IN', 'money paid for the use of money'
'whose company parts selling', 'include insurance banking tuna', 'WP NN NNS VBG', 'VBP NN NN NN', 'a share in a company or business'
'year million 2 $', 'expense', 'NN AB AB NN', 'NN', 'money paid for the use of money'
'periodic notes subordinated zero-coupon', 'payments', 'JJ NNS JJ JJ', 'NNS', 'money paid for the use of money'
'Xs saks similar image', 'idea', 'POS NP JJ NN', 'NN', 'readiness to give attention'
'lower reserve federal encouragement', 'rates coming weeks reasoned', 'VB NP NP NN', 'NNS JJ NNS VBD', 'money paid for the use of money'
'variable loans', 'rates currently 7X74 %', 'JJ NNS', 'NNS RB AB NN', 'money paid for the use of money'
'semiannual make nXt said', 'payment $ 40 million', 'JJ VB RB VBD', 'NN NN AB AB', 'money paid for the use of money'
'missed nearly corpX campeau', 'payment junk bonds september', 'VBD RB NP NP', 'NN NN NNS NP', 'money paid for the use of money'
'dispose first coats said', 'britain Xs domestic sewing', 'VB RB NNS VBD', 'NP POS JJ NN', 'a share in a company or business'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'sale million 223X4 $', 'computerized reservations partnership covia', 'NN AB AB NN', 'JJ NNS NN NP', 'a share in a company or business'
'covia sale includes share', '', 'NP NN VBZ NN', '', 'a share in a company or business'
'company illX northbrook incX', 'fashion jewelry accessories', 'NN NP NP NP', 'NN NN NNS', 'a share in a company or business'
'revive sure - details', 'matter capitol hill lawmakers', 'VB JJ ? NNS', 'NN NP NP NNS', 'readiness to give attention'
'plus 6,250,000 $ return', 'highest lawful rate', 'CC AB NN VB', 'JJS JJ NN', 'money paid for the use of money'
'lower loans rjr billion', 'rates possibly securing refinanced', 'JJR NNS NP AB', 'NNS RB VBG VBN', 'money paid for the use of money'
'bring event cataclysmic', 'rate', 'VB NN JJ', 'NN', 'money paid for the use of money'
'accrued billion 1X4 $', 'year amounts expected rise', 'JJ AB AB NN', 'NN NNS VBN VB', 'money paid for the use of money'
'fix rjr 1991 april', 'rates $ 5X8 billion', 'VB NP AB NP', 'NNS NN AB AB', 'money paid for the use of money'
'accrued excluding 80 $', '- rjr boost bonds', 'JJ VBG AB NN', '? NP VB NNS', 'money paid for the use of money'
'X bonds boost rjr', 'rates high necessary drive', 'POS NNS VB NP', 'VBZ RB JJ VB', 'money paid for the use of money'
'fixing require', 'rate high 20 %', 'VBG VB', 'NN JJ AB NN', 'money paid for the use of money'
'accrue continue bonds', 'paper mid-1990s late 1990s', 'VB VB NNS', 'NN NNS JJ NNS', 'money paid for the use of money'
'fix forced rjr high', 'rate get bonds trading', 'VB VBN NP JJ', 'NN VB NNS NN', 'money paid for the use of money'
'also brunswick', 'defense aerospace products', 'RB NP', 'NN JJ NNS', 'a share in a company or business'
'investor enhanced generally contributed', 'precious metals british political', 'NN JJ RB VBD', 'JJ NNS JJ JJ', 'readiness to give attention'
'investor create market stock', 'precious metals', 'NN VB NN NN', 'JJ NNS', 'readiness to give attention'
'', 'lacking long time said', '', 'JJ JJ NN VBD', 'readiness to give attention'
'open increasing seen week', 'declining prices - almost', 'JJ VBG VBN NN', 'VBG NNS ? RB', 'a share in a company or business'
'open', 'number outstanding contracts remain', 'JJ', 'NN JJ NNS VBP', 'a share in a company or business'
'overdue pay able also', 'still-outstanding loans favorable terms', 'JJ VB JJ RB', 'JJ NNS JJ NNS', 'money paid for the use of money'
'properties owned income drew', 'mortgages hit real estate', 'NNS VBN NN VBD', 'NNS VBN JJ NN', 'money paid for the use of money'
'high inflation overbuilding', 'materials costs mortgage defaults', 'JJ NN NN', 'NNS NNS NN NNS', 'money paid for the use of money'
'voting hunter maclean subsidiaries', '20 % company holder', 'NN NP NP NNS', 'AB NN NN NN', 'a share in a company or business'
'uXkX increase ready stood', 'rates pound slid sharply', 'NP VB JJ VBD', 'NNS NN VBD RB', 'money paid for the use of money'
'taxes escape Xll 2,000', 'sum earns years till', 'NNS VB MD AB', 'NN VBZ NNS IN', 'money paid for the use of money'
'including 1988 billion 48', 'past contributions', 'VBG AB AB AB', 'JJ NNS', 'money paid for the use of money'
'4,773 $ entire later', 'withdrawn taxfree along already', 'AB NN JJ RB', 'VBN JJ IN RB', 'money paid for the use of money'
'tax deferring break tax', 'contributions earn', 'NN VBG NN NN', 'NNS VBP', 'money paid for the use of money'
'allowing', 'buildup contributions escape taxation', 'VBG', 'NN NNS VB NN', 'money paid for the use of money'
'minority payments francs billion', '', 'NN NNS NNS AB', '', 'a share in a company or business'
'little showed investors institutional', 'buying securities', 'JJ VBN NNS JJ', 'VBG NNS', 'readiness to give attention'
'separating created strips', 'payment portion bond principal', 'VBG VBN NNS', 'NN NN NN JJ', 'money paid for the use of money'
'pay securities zero-coupon', 'maturity return investors consisting', 'VBP NNS JJ', 'NN NN NNS VBG', 'money paid for the use of money'
'economic strategic obvious Xs', '', 'JJ JJ JJ POS', '', 'advantage, advancement or favor'
'economy soviet rejuvenate scrambling', 'lies controlled transformation contained', 'NN JJ VB VBG', 'VBZ VBN NN VBN', 'advantage, advancement or favor'
'keen takes brady mrX', 'monetary matters course', 'JJ VBZ NP NP', 'JJ NNS NN', 'readiness to give attention'
'keen especially taking fact', 'board matters even went', 'JJ RB VBG NN', 'NN NNS RB VBD', 'readiness to give attention'
'lower toward fed urge', 'rates', 'JJR IN NP VB', 'NNS', 'money paid for the use of money'
'let fed', 'rates slip slightly whether', 'VBN NP', 'NNS VBP RB IN', 'money paid for the use of money'
'bronfman shares voting restricted', 'hold 24 % company', 'NP NNS NN VBN', 'VBP AB NN NN', 'a share in a company or business'
'free-speech circumstances', 'outweighed *interest copyright owner', 'NN NNS', 'VBD NNS NN NN', 'advantage, advancement or favor'
'outweighed *interest free-speech circumstances', 'copyright owner', 'VBD NNS NN NNS', 'NN NN', 'advantage, advancement or favor'
'public argument Xs leval', 'scholarship outweigh sanctity copyright', 'JJ NN POS NP', 'NN VB NN NN', 'advantage, advancement or favor'
'public recognized continued oakes', 'subject matter indispensability particular', 'JJ VBN VBD NP', 'JJ NN NN JJ', 'readiness to give attention'
'tailored bill yet', 'single individual passed congress', 'VBN NN RB', 'JJ NN VBD NP', 'advantage, advancement or favor'
'dividend represents class gm', 'hughes earnings closed $', 'NN VBZ NP NP', 'NP NNS VBD NN', 'a share in a company or business'
'dividend represents class gm', 'eds profit fell 75', 'NN VBZ NP NP', 'NP NN VBD AB', 'a share in a company or business'
'including payment full contemplate', 'secured creditors', 'VBG NN JJ VBP', 'VBN NNS', 'money paid for the use of money'
'credits full paid creditors', '$ 855 million accrued', 'NNS JJ VBN NNS', 'NN AB AB VBN', 'money paid for the use of money'
'payments million 200 $', 'since', 'NNS AB AB NN', 'IN', 'money paid for the use of money'
'unpaid accrued july next', 'equal $ 350 million', 'JJ VBN NP JJ', 'JJ NN AB AB', 'money paid for the use of money'
'X creditors unsecured pay', 'accrued since filing', 'POS NNS JJ VB', 'VBN IN NN', 'money paid for the use of money'
'much aroused exchange one', 'congress mainly regional exchanges', 'JJ VBN NN AB', 'NP RB JJ NNS', 'readiness to give attention'
'plenty drew cars subaru', 'uXsX auto executives rushing', 'RB VBD NNS NP', 'NP NN NNS VBG', 'readiness to give attention'
'cut reluctance Xs fed', 'rates pull dollar Xs', 'VB NN POS NP', 'NNS VB NN POS', 'money paid for the use of money'
'lower fed expecting analysts', 'rates least end year', 'VB NP VBG NNS', 'NNS JJS NN NN', 'money paid for the use of money'
'taxes covers amount', 'penalties owed 1966 state', 'NNS VBZ NN', 'NNS VBN AB NN', 'money paid for the use of money'
'short', 'international mobile machines corpX', 'JJ', 'NP NP NPS NP', 'a share in a company or business'
'short see', 'otc stocks posts 6', 'JJ VB', 'NP NNS VBZ AB', 'a share in a company or business'
'stable continued prices stock', 'rates stocks representing better', 'JJ VBD NNS NN', 'NNS NNS VBG JJR', 'money paid for the use of money'
'lose starts trip currency', 'day conversion', 'VB VBP NN NN', 'NN NN', 'money paid for the use of money'
'earn continue money meantime', 'card holder - often', 'VB VB NN NN', 'NN NN ? RB', 'money paid for the use of money'
'short-term lower reflecting yields', 'rates said brenda malizia', 'JJ JJR VBG NNS', 'NNS VBD NP NP', 'money paid for the use of money'
'lower posting deposit certificates', 'rates since last spring', 'JJR VBG NN NNS', 'NNS IN JJ NN', 'money paid for the use of money'
'short-term year start days', 'rates moving steadily upward', 'JJ NN NN NNS', 'NNS VBG RB RB', 'money paid for the use of money'
'plus changes bond-price return', 'amounted negative 6X08 %', 'CC NNS JJ NN', 'VBN JJ AB NN', 'money paid for the use of money'
'jacked leverage % 25', 'income', 'VBN NN NN AB', 'NN', 'money paid for the use of money'
'great 5 octX page', 'since gold standard one', 'JJ AB NP NN', 'IN JJ NN AB', 'readiness to give attention'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'suggesting proposal packwood-roth tinkering', 'looking modified version back', 'VBG NN NP VBG', 'VBG VBN NN VB', 'readiness to give attention'
'debt bad reversal 100,000', 'income', 'NN JJ NN AB', 'NN', 'money paid for the use of money'
'defer also', 'principal junk bonds fallen', 'VB RB', 'NN NN NNS VBN', 'money paid for the use of money'
'cash annual Xs company', 'bill $ 90 million', 'NN JJ POS NN', 'NN NN AB AB', 'money paid for the use of money'
'pay yet', 'bill analysts say sci', 'VB RB', 'NN NNS VBP NP', 'money paid for the use of money'
'ignoring board big blasted', 'individual institutional holders', 'VBG NP NP VBD', 'JJ JJ NNS', 'advantage, advancement or favor'
'pay securities zero-coupon notes', 'periodically', 'VB NNS NN NNS', 'RB', 'money paid for the use of money'
'current % 6 yield', 'bonds due 1990 7X25', 'JJ NN AB VB', 'NNS JJ AB AB', 'money paid for the use of money'
'current program protection environmental', 'bonds due 1995-1999 2005', 'JJ NN NN JJ', 'NNS JJ AB AB', 'money paid for the use of money'
'current program recreation', 'bonds due 1990-1995 priced', 'JJ NN NN', 'NNS JJ AB VBN', 'money paid for the use of money'
'% 50 sale negotiating', 'national steel concentrate fully', 'NN AB NN VBG', 'NP NP VB RB', 'a share in a company or business'
'manufacturer incX allied-signal unit', 'aerospace automotive products engineered', 'NN NP NP NN', 'NN JJ NNS JJ', 'a share in a company or business'
'active absence dulled largely', 'beyond market-makers', 'JJ NN VBN RB', 'IN NNS', 'readiness to give attention'
'family public held remainder', 'spokeswoman french group said', 'NN NN VBN NN', 'NN JJ NN VBD', 'a share in a company or business'
'best risky baskets esp', 'investing public', 'JJS JJ NNS NP', 'VBG NN', 'advantage, advancement or favor'
'increases operations losses pretax', 'expense charges depreciation amortization', 'NNS NNS NNS JJ', 'NN NNS NN NN', 'money paid for the use of money'
'minority payments items nonrecurring', '', 'NN NNS NNS JJ', '', 'a share in a company or business'
'sale include', 'joint venture beghin corbehem', 'NN VB', 'JJ NN NP NP', 'a share in a company or business'
'% 25 remaining sell', 'aXtXbX holding company international', 'NN AB VBG VB', 'NP VBG NN JJ', 'a share in a company or business'
'japanese year fiscal profits', 'rates though bit recently', 'JJ NN JJ NNS', 'NNS IN NN RB', 'money paid for the use of money'
'expressions received campeau toronto-based', 'bloomingdale Xs declined comment', 'NNS VBN NP JJ', 'NP POS VBD VB', 'readiness to give attention'
'including charges fixed cover', 'debt securities approximately $', 'VBG NNS JJ VB', 'NN NNS RB NN', 'money paid for the use of money'
'year million 52 $', 'cash-deferred zero-coupon debentures -', 'NN AB AB NN', 'JJ JJ NNS ?', 'money paid for the use of money'
'year million 200 $', 'earned proceeds selling cbs', 'NN AB AB NN', 'VBN NNS VBG NP', 'money paid for the use of money'
'expressed democrats senate 10', 'cutting tax', 'VBN NPS NP AB', 'VBG NN', 'readiness to give attention'
'average', 'rate rose 8X337 %', 'JJ', 'NN VBD AB NN', 'money paid for the use of money'
'itt finance insurance addition', 'electronic parts defense technology', 'NP NN NN NN', 'JJ NNS NN NN', 'a share in a company or business'
'working % 43X75 project', 'partners include hydro congo', 'VBG NN AB NN', 'NNS VBP NP NP', 'a share in a company or business'
'% 50 company oil', 'kuwait foreign petroleum exploration', 'NN AB NN NN', 'NP NP NP NP', 'a share in a company or business'
'minority payments profit net', 'rose 749 million francs', 'NN NNS NN JJ', 'VBD AB AB NNS', 'a share in a company or business'
'high-risk mainly - profitability', 'rates backfired', 'JJ RB ? NN', 'NNS VBD', 'money paid for the use of money'
