% File: interest_3-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'northbrook illX company', 'fashion jewelry accessories', 'NP NP NN', 'NN NN NNS', 'a share in a company or business'
'- sure revive', 'matter capitol hill', '? JJ VB', 'NN NP NP', 'readiness to give attention'
'$ 6,250,000 plus', 'highest lawful rate', 'NN AB CC', 'JJS JJ NN', 'money paid for the use of money'
'rjr loans lower', 'rates possibly securing', 'NP NNS JJR', 'NNS RB VBG', 'money paid for the use of money'
'cataclysmic event bring', 'rate', 'JJ NN VB', 'NN', 'money paid for the use of money'
'1X4 billion accrued', 'year amounts expected', 'AB AB JJ', 'NN NNS VBN', 'money paid for the use of money'
'1991 rjr fix', 'rates $ 5X8', 'AB NP VB', 'NNS NN AB', 'money paid for the use of money'
'80 excluding accrued', '- rjr boost', 'AB VBG JJ', '? NP VB', 'money paid for the use of money'
'boost bonds X', 'rates high necessary', 'VB NNS POS', 'VBZ RB JJ', 'money paid for the use of money'
'require fixing', 'rate high 20', 'VB VBG', 'NN JJ AB', 'money paid for the use of money'
'bonds continue accrue', 'paper mid-1990s late', 'NNS VB VB', 'NN NNS JJ', 'money paid for the use of money'
'rjr forced fix', 'rate get bonds', 'NP VBN VB', 'NN VB NNS', 'money paid for the use of money'
'brunswick also', 'defense aerospace products', 'NP RB', 'NN JJ NNS', 'a share in a company or business'
'generally enhanced investor', 'precious metals british', 'RB JJ NN', 'JJ NNS JJ', 'readiness to give attention'
'market create investor', 'precious metals', 'NN VB NN', 'JJ NNS', 'readiness to give attention'
'', 'lacking long time', '', 'JJ JJ NN', 'readiness to give attention'
'seen increasing open', 'declining prices -', 'VBN VBG JJ', 'VBG NNS ?', 'a share in a company or business'
'open', 'number outstanding contracts', 'JJ', 'NN JJ NNS', 'a share in a company or business'
'able pay overdue', 'still-outstanding loans favorable', 'JJ VB JJ', 'JJ NNS JJ', 'money paid for the use of money'
'income owned properties', 'mortgages hit real', 'NN VBN NNS', 'NNS VBN JJ', 'money paid for the use of money'
'overbuilding inflation high', 'materials costs mortgage', 'NN NN JJ', 'NNS NNS NN', 'money paid for the use of money'
'maclean hunter voting', '20 % company', 'NP NP NN', 'AB NN NN', 'a share in a company or business'
'ready increase uXkX', 'rates pound slid', 'JJ VB NP', 'NNS NN VBD', 'money paid for the use of money'
'Xll escape taxes', 'sum earns years', 'MD VB NNS', 'NN VBZ NNS', 'money paid for the use of money'
'billion 1988 including', 'past contributions', 'AB AB VBG', 'JJ NNS', 'money paid for the use of money'
'entire $ 4,773', 'withdrawn taxfree along', 'JJ NN AB', 'VBN JJ IN', 'money paid for the use of money'
'break deferring tax', 'contributions earn', 'NN VBG NN', 'NNS VBP', 'money paid for the use of money'
'allowing', 'buildup contributions escape', 'VBG', 'NN NNS VB', 'money paid for the use of money'
'francs payments minority', '', 'NNS NNS NN', '', 'a share in a company or business'
'investors showed little', 'buying securities', 'NNS VBN JJ', 'VBG NNS', 'readiness to give attention'
'strips created separating', 'payment portion bond', 'NNS VBN VBG', 'NN NN NN', 'money paid for the use of money'
'zero-coupon securities pay', 'maturity return investors', 'JJ NNS VBP', 'NN NN NNS', 'money paid for the use of money'
'obvious strategic economic', '', 'JJ JJ JJ', '', 'advantage, advancement or favor'
'rejuvenate soviet economy', 'lies controlled transformation', 'VB JJ NN', 'VBZ VBN NN', 'advantage, advancement or favor'
'brady takes keen', 'monetary matters course', 'NP VBZ JJ', 'JJ NNS NN', 'readiness to give attention'
'taking especially keen', 'board matters even', 'VBG RB JJ', 'NN NNS RB', 'readiness to give attention'
'fed toward lower', 'rates', 'NP IN JJR', 'NNS', 'money paid for the use of money'
'fed let', 'rates slip slightly', 'NP VBN', 'NNS VBP RB', 'money paid for the use of money'
'voting shares bronfman', 'hold 24 %', 'NN NNS NP', 'VBP AB NN', 'a share in a company or business'
'circumstances free-speech', 'outweighed *interest copyright', 'NNS NN', 'VBD NNS NN', 'advantage, advancement or favor'
'free-speech *interest outweighed', 'copyright owner', 'NN NNS VBD', 'NN NN', 'advantage, advancement or favor'
'Xs argument public', 'scholarship outweigh sanctity', 'POS NN JJ', 'NN VB NN', 'advantage, advancement or favor'
'continued recognized public', 'subject matter indispensability', 'VBD VBN JJ', 'JJ NN NN', 'readiness to give attention'
'yet bill tailored', 'single individual passed', 'RB NN VBN', 'JJ NN VBD', 'advantage, advancement or favor'
'class represents dividend', 'hughes earnings closed', 'NP VBZ NN', 'NP NNS VBD', 'a share in a company or business'
'class represents dividend', 'eds profit fell', 'NP VBZ NN', 'NP NN VBD', 'a share in a company or business'
'full payment including', 'secured creditors', 'JJ NN VBG', 'VBN NNS', 'money paid for the use of money'
'paid full credits', '$ 855 million', 'VBN JJ NNS', 'NN AB AB', 'money paid for the use of money'
'200 million payments', 'since', 'AB AB NNS', 'IN', 'money paid for the use of money'
'july accrued unpaid', 'equal $ 350', 'NP VBN JJ', 'JJ NN AB', 'money paid for the use of money'
'unsecured creditors X', 'accrued since filing', 'JJ NNS POS', 'VBN IN NN', 'money paid for the use of money'
'exchange aroused much', 'congress mainly regional', 'NN VBN JJ', 'NP RB JJ', 'readiness to give attention'
'cars drew plenty', 'uXsX auto executives', 'NNS VBD RB', 'NP NN NNS', 'readiness to give attention'
'Xs reluctance cut', 'rates pull dollar', 'POS NN VB', 'NNS VB NN', 'money paid for the use of money'
'expecting fed lower', 'rates least end', 'VBG NP VB', 'NNS JJS NN', 'money paid for the use of money'
'amount covers taxes', 'penalties owed 1966', 'NN VBZ NNS', 'NNS VBN AB', 'money paid for the use of money'
'short', 'international mobile machines', 'JJ', 'NP NP NPS', 'a share in a company or business'
'see short', 'otc stocks posts', 'VB JJ', 'NP NNS VBZ', 'a share in a company or business'
'prices continued stable', 'rates stocks representing', 'NNS VBD JJ', 'NNS NNS VBG', 'money paid for the use of money'
'trip starts lose', 'day conversion', 'NN VBP VB', 'NN NN', 'money paid for the use of money'
'money continue earn', 'card holder -', 'NN VB VB', 'NN NN ?', 'money paid for the use of money'
'reflecting lower short-term', 'rates said brenda', 'VBG JJR JJ', 'NNS VBD NP', 'money paid for the use of money'
'deposit posting lower', 'rates since last', 'NN VBG JJR', 'NNS IN JJ', 'money paid for the use of money'
'start year short-term', 'rates moving steadily', 'NN NN JJ', 'NNS VBG RB', 'money paid for the use of money'
'bond-price changes plus', 'amounted negative 6X08', 'JJ NNS CC', 'VBN JJ AB', 'money paid for the use of money'
'% leverage jacked', 'income', 'NN NN VBN', 'NN', 'money paid for the use of money'
'octX 5 great', 'since gold standard', 'NP AB JJ', 'IN JJ NN', 'readiness to give attention'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'packwood-roth proposal suggesting', 'looking modified version', 'NP NN VBG', 'VBG VBN NN', 'readiness to give attention'
'reversal bad debt', 'income', 'NN JJ NN', 'NN', 'money paid for the use of money'
'also defer', 'principal junk bonds', 'RB VB', 'NN NN NNS', 'money paid for the use of money'
'Xs annual cash', 'bill $ 90', 'POS JJ NN', 'NN NN AB', 'money paid for the use of money'
'yet pay', 'bill analysts say', 'RB VB', 'NN NNS VBP', 'money paid for the use of money'
'big board ignoring', 'individual institutional holders', 'NP NP VBG', 'JJ JJ NNS', 'advantage, advancement or favor'
'zero-coupon securities pay', 'periodically', 'NN NNS VB', 'RB', 'money paid for the use of money'
'6 % current', 'bonds due 1990', 'AB NN JJ', 'NNS JJ AB', 'money paid for the use of money'
'protection program current', 'bonds due 1995-1999', 'NN NN JJ', 'NNS JJ AB', 'money paid for the use of money'
'recreation program current', 'bonds due 1990-1995', 'NN NN JJ', 'NNS JJ AB', 'money paid for the use of money'
'sale 50 %', 'national steel concentrate', 'NN AB NN', 'NP NP VB', 'a share in a company or business'
'allied-signal incX manufacturer', 'aerospace automotive products', 'NP NP NN', 'NN JJ NNS', 'a share in a company or business'
'dulled absence active', 'beyond market-makers', 'VBN NN JJ', 'IN NNS', 'readiness to give attention'
'held public family', 'spokeswoman french group', 'VBN NN NN', 'NN JJ NN', 'a share in a company or business'
'baskets risky best', 'investing public', 'NNS JJ JJS', 'VBG NN', 'advantage, advancement or favor'
'losses operations increases', 'expense charges depreciation', 'NNS NNS NNS', 'NN NNS NN', 'money paid for the use of money'
'items payments minority', '', 'NNS NNS NN', '', 'a share in a company or business'
'include sale', 'joint venture beghin', 'VB NN', 'JJ NN NP', 'a share in a company or business'
'remaining 25 %', 'aXtXbX holding company', 'VBG AB NN', 'NP VBG NN', 'a share in a company or business'
'fiscal year japanese', 'rates though bit', 'JJ NN JJ', 'NNS IN NN', 'money paid for the use of money'
'campeau received expressions', 'bloomingdale Xs declined', 'NP VBN NNS', 'NP POS VBD', 'readiness to give attention'
'fixed charges including', 'debt securities approximately', 'JJ NNS VBG', 'NN NNS RB', 'money paid for the use of money'
'52 million year', 'cash-deferred zero-coupon debentures', 'AB AB NN', 'JJ JJ NNS', 'money paid for the use of money'
'200 million year', 'earned proceeds selling', 'AB AB NN', 'VBN NNS VBG', 'money paid for the use of money'
'senate democrats expressed', 'cutting tax', 'NP NPS VBN', 'VBG NN', 'readiness to give attention'
'average', 'rate rose 8X337', 'JJ', 'NN VBD AB', 'money paid for the use of money'
'insurance finance itt', 'electronic parts defense', 'NN NN NP', 'JJ NNS NN', 'a share in a company or business'
'43X75 % working', 'partners include hydro', 'AB NN VBG', 'NNS VBP NP', 'a share in a company or business'
'company 50 %', 'kuwait foreign petroleum', 'NN AB NN', 'NP NP NP', 'a share in a company or business'
'profit payments minority', 'rose 749 million', 'NN NNS NN', 'VBD AB AB', 'a share in a company or business'
'- mainly high-risk', 'rates backfired', '? RB JJ', 'NNS VBD', 'money paid for the use of money'
'lower prices reason', 'sears declined 16', 'JJR NNS NN', 'NP VBD AB', 'readiness to give attention'
'purchases thus forfeit', 'income', 'NNS RB VB', 'NN', 'money paid for the use of money'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'party stand consumer', 'small government free', 'NN VB NN', 'JJ NN JJ', 'advantage, advancement or favor'
'seeks late-payment', 'lost check request', 'VBZ NN', 'JJ NN VB', 'money paid for the use of money'
'lost check request', 'abatement publisher prentice', 'JJ NN VB', 'NN NN NP', 'money paid for the use of money'
'want deduct home-mortgage', '$ 200,000 loan', 'VBP VB JJ', 'NN AB NN', 'money paid for the use of money'
'loan home-acquisition debt', 'fully deductible', 'NN JJ NN', 'RB JJ', 'money paid for the use of money'
'serving substantial government', 'unconstitutional ninth-circuit appeals', 'VBG JJ NN', 'JJ JJ NNS', 'advantage, advancement or favor'
'unchecked proliferation special', 'magazines', 'JJ NN JJ', 'NNS', 'activity, etc. that one gives attention to'
'magazines target idosyncratic', 'readers', 'NNS VBP JJ', 'NNS', 'activity, etc. that one gives attention to'
'level', 'rtc Xs properties', 'NN', 'NP POS NNS', 'readiness to give attention'
'finnish group minority', 'already operating moscow', 'JJ NN NN', 'RB VBG NP', 'a share in a company or business'
'high default rates', 'rate government coverage', 'JJ NN NNS', 'NN NN NN', 'money paid for the use of money'
'rate government coverage', 'costs student school', 'NN NN NN', 'NNS NN NN', 'money paid for the use of money'
'student school', 'costs either paid', 'NN NN', 'NNS RB VBN', 'money paid for the use of money'
'far promoting commonality', 'among black white', 'RB VBG NN', 'IN JJ JJ', 'activity, etc. that one gives attention to'
'duty speak narrow', 'one group instead', 'NN VB JJ', 'AB NN RB', 'advantage, advancement or favor'
'representative compelled serve', 'constituents servile none', 'NN VBN VB', 'NNS JJ NN', 'advantage, advancement or favor'
'ethnic background common', 'live together cooperatively', 'JJ NN JJ', 'VB RB RB', 'activity, etc. that one gives attention to'
'short', 'nasdaq over-the-counter stocks', 'JJ', 'NP JJ NNS', 'a share in a company or business'
'recent otc short', 'statistics compiled octX', 'JJ NP JJ', 'NNS VBN NP', 'a share in a company or business'
'however short', 'figures reported brokerage', 'RB JJ', 'NNS VBN NN', 'a share in a company or business'
'total short', 'nasdaq stocks mid-october', 'JJ JJ', 'NP NNS NP', 'a share in a company or business'
'rise otc short', 'compares 4X2 %', 'NN NP JJ', 'VBZ AB NN', 'a share in a company or business'
'short', 'represents number shares', 'JJ', 'VBZ NN NNS', 'a share in a company or business'
'otc issues short', 'rose 196X8 million', 'NP NNS JJ', 'VBD AB AB', 'a share in a company or business'
'stocks large short', 'octX 13 included', 'NNS JJ JJ', 'NP AB VBD', 'a share in a company or business'
'short', 'first executive insurance', 'JJ', 'NP NP NN', 'a share in a company or business'
'intel Xs short', 'jumped 42 %', 'NP POS JJ', 'VBD AB NN', 'a share in a company or business'
'stock biggest short', 'position nasdaq', 'NN JJS JJ', 'NN NP', 'a share in a company or business'
'addition changes short', 'stocks may caused', 'NN NNS JJ', 'NNS MD VBN', 'a share in a company or business'
'activity saw short', 'surge', 'NN VBD JJ', 'NN', 'a share in a company or business'
'short', 'american depositary receipts', 'JJ', 'JJ JJ NNS', 'a share in a company or business'
'showed drop short', 'included adobe systems', 'VBD NN JJ', 'VBD NP NP', 'a share in a company or business'
'trade compiles short', 'data two categories', 'NN VBZ JJ', 'NNS AB NNS', 'a share in a company or business'
'short', '1,327 non-nms securities', 'JJ', 'AB JJ NNS', 'a share in a company or business'
'october short', 'represents 1X04 days', 'NP JJ', 'VBZ AB NNS', 'a share in a company or business'
'show issues short', 'position least 50,000', 'VBP NNS JJ', 'NN JJS AB', 'a share in a company or business'
'creditors recover principal', 'unsecured creditors receive', 'NNS VB NN', 'JJ NNS VB', 'money paid for the use of money'
'implication lower inflation', 'rates tend bolster', 'NN JJR NN', 'NNS VBP VB', 'money paid for the use of money'
'', 'picks though mrX', '', 'VBZ RB NP', 'readiness to give attention'
'consist current', 'bonds due 1990-2002', 'VBP JJ', 'NNS JJ AB', 'money paid for the use of money'
'series 1989 current', 'bonds due 1990-2002', 'NN AB JJ', 'NNS JJ AB', 'money paid for the use of money'
'current', 'serial bonds tentatively', 'JJ', 'NN NNS RB', 'money paid for the use of money'
'', 'rates generally began', '', 'NNS RB VBD', 'money paid for the use of money'
'usually follow t-bills', 'rate trends general', 'RB VBP NNS', 'NN NNS JJ', 'money paid for the use of money'
'repay debt reduce', 'costs wang minincomputer', 'VB NN VB', 'NNS NP JJR', 'money paid for the use of money'
'currently expected ease', 'rates next spring', 'RB VBN VB', 'NNS JJ NN', 'money paid for the use of money'
'paper offset higher', 'expense lower earnings', 'NN VBN JJR', 'NN JJR NNS', 'money paid for the use of money'
'combustion Xs minority', 'stein industrie gec', 'NP POS NN', 'NP NP NP', 'a share in a company or business'
'refocused attention high', 'rates corporate profitability', 'VBD NN JJ', 'NNS JJ NN', 'money paid for the use of money'
'noted absence institutional', 'later session helped', 'VBD NN JJ', 'RB NN VBD', 'readiness to give attention'
'midafternoon bid attract', 'action largely helped', 'NN NN VB', 'NN RB VBD', 'readiness to give attention'
'talk continental european', 'british life composite', 'NN JJ JJ', 'JJ NN JJ', 'readiness to give attention'
'failed spark investor', 'issues unlikely bought', 'VBD VB NN', 'NNS JJ VBN', 'readiness to give attention'
'% ibm acquires', '', 'NN NP VBZ', '', 'a share in a company or business'
'blamed rising australian', 'rates acquisition bell', 'VBD VBG JJ', 'NNS NN NP', 'money paid for the use of money'
